image,ALB,BET,DOL,LAG,NoF,OTHER,SHARK,YFT
img_00005.jpg,0.00199462,0.0341299,0.156312,0.03048,0.733722,0.0189501,0.0178309,0.00658011
img_00007.jpg,0.837827,0.0204606,0.00824436,0.091655,0.00498384,0.0218344,0.0124368,0.00255812
img_00009.jpg,0.506452,0.0478237,0.00901427,0.0165828,0.0082967,0.390427,0.016245,0.00515866
img_00018.jpg,0.809624,0.0214029,0.0194753,0.0181573,0.00684158,0.0425159,0.011487,0.0704957
img_00027.jpg,0.376574,0.0192632,0.0101333,0.0125256,0.00359662,0.0940521,0.244234,0.239621
img_00030.jpg,0.805892,0.00463359,0.019011,0.0115267,0.0409487,0.0032865,0.10728,0.00742145
img_00040.jpg,0.312512,0.0506951,0.0160564,0.011679,0.00411914,0.0758644,0.294947,0.234128
img_00046.jpg,0.961661,0.001,0.00388804,0.00222421,0.00288294,0.0021395,0.025981,0.001
img_00053.jpg,0.860676,0.00732699,0.0110942,0.00591428,0.0374869,0.0158866,0.00342318,0.0581918
img_00071.jpg,0.530527,0.0854879,0.03853,0.0447556,0.111427,0.146524,0.0328025,0.0099465
img_00075.jpg,0.927809,0.00603161,0.00341809,0.00571957,0.001,0.0438219,0.011703,0.001
img_00102.jpg,0.362618,0.0752208,0.0117728,0.0127746,0.00259461,0.0857033,0.236207,0.213108
img_00103.jpg,0.710826,0.0173469,0.00875123,0.0132834,0.00488555,0.158874,0.0199951,0.0660379
img_00109.jpg,0.937133,0.00350442,0.0029774,0.00734237,0.00579564,0.00662666,0.019086,0.017534
img_00119.jpg,0.001,0.001,0.001,0.001,0.99724,0.001,0.001,0.00179773
img_00120.jpg,0.246115,0.0536922,0.0134045,0.0143163,0.00449368,0.0478028,0.316378,0.303797
img_00125.jpg,0.621228,0.0531847,0.024063,0.121326,0.00901275,0.0960614,0.039836,0.0352879
img_00128.jpg,0.001,0.0182102,0.0832433,0.001,0.001,0.001,0.001,0.89591
img_00129.jpg,0.370666,0.0389675,0.0129728,0.0104381,0.00258966,0.069819,0.274444,0.220103
img_00133.jpg,0.0111144,0.0111455,0.00755155,0.00543736,0.923206,0.0329157,0.00845775,0.001
img_00138.jpg,0.539046,0.0474777,0.0273804,0.0085199,0.0370469,0.0356933,0.0152168,0.289619
img_00141.jpg,0.001,0.0251944,0.0840895,0.0032909,0.001,0.00291992,0.00658276,0.877159
img_00152.jpg,0.001,0.00579484,0.0273135,0.00963092,0.00308983,0.0264848,0.00838641,0.918675
img_00161.jpg,0.001,0.001,0.00852033,0.00151574,0.0011357,0.0119139,0.00120968,0.974969
img_00164.jpg,0.00367025,0.00302815,0.0286717,0.0209671,0.738836,0.185413,0.00219779,0.0172153
img_00170.jpg,0.733381,0.0067756,0.00388429,0.0355482,0.00403388,0.201878,0.013016,0.0014836
img_00171.jpg,0.128217,0.0134669,0.00395915,0.0340494,0.00540534,0.804173,0.00975362,0.001
img_00172.jpg,0.001,0.00904485,0.00649659,0.0161247,0.956531,0.001,0.00131459,0.00930507
img_00175.jpg,0.146582,0.0158391,0.00490936,0.0403458,0.00608858,0.774902,0.0101377,0.00119577
img_00180.jpg,0.001,0.021181,0.106326,0.001,0.00134713,0.001,0.00888302,0.861788
img_00196.jpg,0.001,0.001,0.001,0.001,0.991544,0.00241279,0.001,0.00454069
img_00212.jpg,0.12215,0.0146608,0.0314721,0.010637,0.00473554,0.0152997,0.0295427,0.771502
img_00223.jpg,0.635165,0.0825649,0.0522784,0.0179778,0.0391233,0.142718,0.0152015,0.0149709
img_00230.jpg,0.855017,0.0597018,0.00847919,0.0152128,0.00873401,0.0433119,0.00926015,0.001
img_00232.jpg,0.001,0.017338,0.001,0.001,0.001,0.001,0.981913,0.001
img_00244.jpg,0.637454,0.053528,0.0162958,0.0483206,0.0291819,0.184161,0.0214204,0.00963773
img_00272.jpg,0.638926,0.0390662,0.0502607,0.0114328,0.0410361,0.0458592,0.0148957,0.158523
img_00280.jpg,0.643881,0.0105028,0.00817066,0.0173972,0.290089,0.0067021,0.0180337,0.00522354
img_00282.jpg,0.128272,0.0136118,0.0040123,0.0328054,0.00562047,0.805282,0.00942883,0.001
img_00285.jpg,0.181389,0.0304738,0.0139978,0.0200239,0.00641258,0.065769,0.346632,0.335301
img_00289.jpg,0.7909,0.00666328,0.017803,0.00807282,0.101717,0.0176957,0.00852065,0.0486274
img_00292.jpg,0.136434,0.0648985,0.0110185,0.0237733,0.00399943,0.0826987,0.43455,0.242628
img_00302.jpg,0.318854,0.0498027,0.0156998,0.0115233,0.00391142,0.0748582,0.292115,0.233235
